Matlab,Python
0+0i,0
0.1+0i,0.1
0.2+0i,0.2
0.3+0i,0.3
0.4+0i,0.4
0.5+0i,0.5
0.6+0i,0.6
0.7+0i,0.7
0.8+0i,0.8
0.9+0i,0.9
6821.52444042228+0i,6821.52444
6395.30586560443+0i,6395.305866
0+0i,0
0+0i,0
331.617896783203+0i,331.6178968
0+0i,0
24.1886822429973+0i,24.18868224
0+0i,0
6.85458722160316+0i,6.854587222
4.53610467415531+0i,4.536104674
3.56358815976379+0i,3.56358816
0+0i,0
0+0i,0
1085.67933411538+0i,1085.679334
1017.84454109554+0i,1017.844541
0+0i,0
0+0i,0
52.7786274907847+0i,52.77862749
0+0i,0
3.84974834585218+0i,3.849748346
0+0i,0
1.09094143917268+0i,1.090941439
0.721943481274069+0i,0.721943481
0.567162670770158+0i,0.567162671
0+0i,0
0+0i,0
0.0969261087591802+0i,0.096926109
0.111553655777026+0i,0.111553656
